active_ingredient,nct_id,title,status,phase,conditions,min_age,max_age,paediatric,primary_outcomes,secondary_outcomes,growth_outcome_measured,growth_outcome_is_primary
CETIRIZINE,NCT02756624,"A Multi-Center, Vehicle-Controlled, Parallel-Group Study Evaluating the Safety of AC-170 Ophthalmic Solution",COMPLETED,PHASE3,Healthy Subjects,2 Years,,True,Tolerability of AC 170 0.24% at Visit 1 (Day 1); Tolerability of AC 170 0.24% at Visit 2 (Day 8); Tolerability of AC 170 0.24% at Visit 3 (Day 22); Number of Treatment Related Adverse Events,,False,False
CETIRIZINE,NCT00375713,Randomized Phase III Study to Evaluate the Efficacy and Safety of Xyzal® (Levocetirizine) vs Zyrtec® (Cetirizine) in Subjects With Dermatitis and Eczema,COMPLETED,PHASE3,Dermatitis; Eczema,15 Years,,True,Responder Status According to Pruritus Severity Score (Response = Mild or None in Pruritus Severity Score).,Change From Baseline in the Mean Pruritus Severity Score at Endpoint During the 14 Day Treatment Period; Duration of Pruritus (Stated in Categories) at Endpoint During the 14 Day Treatment Period; Global Improvement at Endpoint During the 14 Day Treatment Period,False,False
CETIRIZINE,NCT02932774,"Randomized, Double Blind, Parallel Group, Placebo Controlled, Multi-Center Study of the Efficacy and Safety of Cetirizine HCl Syrup vs. Loratadine Syrup vs. Pla",COMPLETED,PHASE4,"Allergic Rhinitis; Hay Fever; SAR; Rhinitis, Allergic, Seasonal",6 Years,11 Years,True,Change from baseline to the Overall endpoint in the subject 24-hour reflective total symptom severity complex (TSSC) score,"Change from baseline to the Overall endpoint in the subject 24-hour reflective TSSC, with and without stuffy nose score; Change from baseline to the Overall endpoint in the individual rhinoconjunctivitis symptoms (reflective and instantaneous); Investigator evaluation of rhinoconjunctivitis symptoms",False,False
CETIRIZINE,NCT00779116,"Multi-center, Pediatric, Open-label, Preference Study of Desloratadine 2.5 mg Reditab (SCH34117) and Zyrtec 5.0 mg Chewable Tablet Medications (Study P04574)(CO",COMPLETED,PHASE4,Allergies,6 Years,11 Years,True,Number of Subjects Who Preferred Desloratadine RediTab or Zyrtec Chewable Tablet.,,False,False
CETIRIZINE,NCT00780403,"Multi-Center, Pediatric, Open-Label, Preference Study of Desloratadine 2.5 mg Reditab (SCH34117) and Zyrtec ® 5.0 mg Chewable Tablet Medications (Study P04573) ",COMPLETED,PHASE4,Allergies,6 Years,11 Years,True,Number of Subjects Who Preferred Desloratadine RediTab or Zyrtec Chewable Tablet.,,False,False
CETIRIZINE,NCT00291642,A Study to Compare the Efficacy of Levocetirizine to Placebo in Reducing Symptoms of Seasonal Allergic Rhinitis (SAR) in Sensitive Subjects Exposed to Ragweed P,COMPLETED,PHASE2,Rhinitis; Allergic; Seasonal,16 Years,,True,Change From Baseline in the Major Symptom Complex (MSC) Score Over Period I,Change From Baseline in the MSC Score Over Period II; Change From Baseline in the MSC Score Over the Total Treatment Period (Period I + Period II); Change From Baseline in the Total Symptom Complex (TSC) Score Over Period I; Change From Baseline in the Total Symptom Complex (TSC) Score Over Period I,False,False
ENOXAPARIN,NCT01965002,Feasibility of ExAblate MRI Guided High Intensity Focused Ultrasound Tx of Soft Tissue Tumors,TERMINATED,NA,Soft Tissue Neoplasms,10 Years,,True,Overall Safety - Incidence of Any Device-related Adverse Events,Adverse Event Severity; Percent Successful Tumor Ablation,False,False
ENOXAPARIN,NCT01589393,OPtimal Timing of Thromboprophylaxis in Traumatic IntraCranial Haemorrhage (OPTTTICH Feasibility Study),COMPLETED,NA,Traumatic Intracranial Haemorrhage,16 Years,,True,Proximal lower limb deep vein thrombosis (DVT) diagnosed by bilateral lower extremity compression ultrasound.,Non-intracranial bleeding; Pulmonary Embolism; Intracranial haemorrhage progression (IHP).,False,False
ENOXAPARIN,NCT01588171,Comparison of 2 Low Molecular Weight Heparin as a Thromboprophylaxis Postpartum,COMPLETED,NA,Venous Thromboembolic Diseases,15 Years,48 Years,True,Venous thromboembolism,adverse effects,False,False
ENOXAPARIN,NCT04427098,Enoxaparin in COVID-19 Moderate to Severe Hospitalized Patients,COMPLETED,PHASE2,COVID-19,18 Years,90 Years,False,Mortality; Effectivness of enoxaparin on the outcome of COVID 19.; ICU admission and length of ICU stay; Lenght of hospital stay,To describe the rates and the types of thromboembolic events among hospitalized patients with confirmed diagnosis of COVID-19.; Advers Events,True,True
ENOXAPARIN,NCT00289042,Assessment of Cardioversion Using Transesophageal Echocardiography II (ACUTE II),COMPLETED,PHASE4,Atrial Fibrillation,18 Years,,False,ischemic stroke; transient ischemic attack; peripheral embolism; major or minor bleeding; death; length of stay (LOS); return to normal sinus rhythm (NSR),quality of life; cost-effectiveness,True,True
ENOXAPARIN,NCT06370273,Thromboprophylaxis in Lower Limb Immobilisation,RECRUITING,PHASE3,Thrombosis; Injury Leg,16 Years,,True,"Composite of net clinical benefit comprising clinical VTE event, major bleeding, and cause-specific mortality",Symptomatic VTE event occurrence; Major bleeding occurrence; Cause-specific mortality occurrence; Adverse and Serious adverse events; Medication adherence; Health utility (EQ-5D-5L); Patient satisfaction regarding the burdens and benefits of anticoagulation; Hospital readmission/reattendance; Health,False,False
ENOXAPARIN,NCT02260908,OPtimal Timing of Thromboprophylaxis in Traumatic IntraCranial Haemorrhage - Pilot Study,UNKNOWN,NA,Traumatic Intracranial Haemorrhage,16 Years,,True,Proximal lower limb deep vein thrombosis (DVT) diagnosed by bilateral lower extremity compression ultrasound (US).,Non-intracranial bleeding; Pulmonary Embolism (PE); Intracranial haemorrhage progression (IHP),False,False
ENOXAPARIN,NCT05895136,A Novel COMBinATorial Therapy With Albumin and Enoxaparin in Patients With Decompensated Cirrhosis at High-risk of Poor Outcome (COMBAT Trial).,RECRUITING,PHASE2,Liver Cirrhosis; Decompensated Cirrhosis of Liver; Acute on Chronic Liver Failure (ACLF),18 Years,80 Years,False,"To assess the safety and tolerability of the combinatorial therapy in terms of TEAE (pulmonary edema, major bleeding and/or thrombocytopenia",90 and 180-days changes in prognostic scores of CLIF-Consortium Acute Decompensation score (CLIF-C AD) from baseline.; 90 and 180-days changes in prognostic scores of Mayo End stage Liver Disease (MELD) from baseline.; 90 and 180-days changes in prognostic scores of Mayo End stage Liver Disease - so,True,False
ENOXAPARIN,NCT07710482,Prophylactic Anticoagulation for Central Venous Line Insertion in Critically Ill Children,NOT_YET_RECRUITING,NA,Prophylactic; Anticoagulation,1 Month,18 Years,True,Incidence of catheter-related venous thrombosis,"Incidence of catheter patency; Percentage of participants who develop catheter-related bloodstream infection, diagnosed according to CDC criteria.; Incidence of major bleeding; Incidence of minor bleeding; Catheter removal due to thrombosis; Catheter dwell time; All-cause in-hospital mortality",False,False
PREDNISOLONE,NCT05640375,Follow-up and Steroid Treatment Results in Intussusception,COMPLETED,PHASE1; PHASE2,Intussusception,1 Month,4 Years,True,Treatment of intussusception,,False,False
PREDNISOLONE,NCT00000730,Comparison of Three Treatments for Pneumocystis Pneumonia in AIDS Patients,TERMINATED,PHASE3,"Pneumonia, Pneumocystis Carinii; HIV Infections",12 Years,,True,,,False,False
PREDNISOLONE,NCT02167698,Trial of an Alternate Mode of Providing Artificial Breaths to Children With Very Severe Pneumonia,TERMINATED,NA,Acute Respiratory Distress Syndrome (ARDS),1 Month,12 Years,True,Twenty-eight-day ventilator-free days,Twenty-eight-day survival; Length of PICU stay; Organ-failure-free-days; Time-to-recovery of lung injury; Number of children with adverse events; All-cause mortality; Spirometry; Pediatric Cerebral performance category; Pediatric Overall performance category; Spirometry; Pediatric overall performanc,True,False
PREDNISOLONE,NCT05675410,"A Study to Compare Standard Therapy to Treat Hodgkin Lymphoma to the Use of Two Drugs, Brentuximab Vedotin and Nivolumab",RECRUITING,PHASE3,Lugano Classification Limited Stage Hodgkin Lymphoma AJCC v8,5 Years,60 Years,True,Progression-free survival (PFS) in rapid early responder (RER) patients; PFS in slow-early responder (SER) patients,Overall survival (OS) in RER patients; OS in SER patients; OS for entire patient population; PFS for favorable risk patients; PFS for unfavorable risk patients; PFS for entire population; Event-free survival (EFS); Incidence of adverse events (AEs); Patient reported outcomes (PRO)-CTCAE; Patient-rep,False,False
PREDNISOLONE,NCT04833374,Steroids Therapy in IgA Nephropathy With Crescents,UNKNOWN,PHASE3,IgA Nephropathy,14 Years,65 Years,True,Complete remission of proteinuria,Partial remission of proteinuria; Deterioration of renal function,False,False
PREDNISOLONE,NCT00627731,Oral Glucocorticosteroid in the Treatment of Severe Asthma Exacerbation in Hospitalized Patients,COMPLETED,PHASE4,Asthma,16 Years,80 Years,True,Efficacy of oral prednisolone for the treatment of acute asthma,The safety of oral prednisolone for the treatment of acute asthma,False,False
PREDNISOLONE,NCT03792256,Palbociclib in Combination With Chemotherapy in Treating Children With Relapsed Acute Lymphoblastic Leukemia (ALL) or Lymphoblastic Lymphoma (LL),COMPLETED,PHASE1,"Leukemia, Lymphocytic; Lymphoblastic Lymphoma; T-cell Lymphoma; T-cell Leukemia; Recurrent Disease; Acute Leukemia",12 Months,31 Years,True,Frequency of Dose Limiting Toxicities of Palbociclib; Frequency of Adverse Events of Palbociclib; Area Under the Drug Concentration Curve of Palbociclib; Half-life of Palbociclib; Maximum Serum Concentration of Palbociclib; Time to Reach Maximum Serum Concentration of Palbociclib; Clearance of Palbo,Number of Participants With at Least Partial Response to Palbociclib; Absolute Peripheral Blast Count of Palbociclib; Radiographic Response of Palbociclib in Patients With LL Patients; RB1 Expression of Palbociclib; Phospho-RB1 Expression of Palbociclib; Cyclin D3 Expression of Palbociclib; CDK4 Exp,False,False
PREDNISOLONE,NCT00400946,05-001: Treatment of Acute Lymphoblastic Leukemia in Children,COMPLETED,PHASE3,Drug/Agent Toxicity by Tissue/Organ; Leukemia,1 Year,18 Years,True,Asparaginase-Related Toxicity Rate,5-Year Disease-Free Survival; Post-Induction Nadir Serum Asparaginase Activity Level; Post-Induction Therapeutic Nadir Serum Asparaginase Activity Rate; Induction Infection Toxicity Rate; Induction Serum Asparaginase Activity Level; Induction Therapeutic Nadir Serum Asparaginase Activity Rate; 5-Yea,False,False
PREDNISOLONE,NCT00308321,Long Term Tapering or Standard Steroids for Nephrotic Syndrome,UNKNOWN,PHASE4,Nephrotic Syndrome,1 Year,15 Years,True,Time to first relapse; Assessment of steroid induced morbidity,frequent relapsing and steroid dependant disease; Time to relapse; serious adverse events; use of other immunosuppressive agents; Achenbach child behaviour checklist,False,False
PREDNISOLONE,NCT02517684,Top-down Infliximab Study in Kids With Crohn's Disease,COMPLETED,PHASE4,Crohn's Disease,3 Years,17 Years,True,Clinical remission without need for additional CD related therapy or surgery,Clinical response rates; Clinical remission rates; Mucosal healing; Change in height Z-scores; Change in BMI Z-scores; Change bone age; Change in Tanner stage; Therapy failure rates over time; Adverse events rates; Cumulative therapy use; Long-term yearly remission rates without need for additional ,True,False
PREDNISOLONE,NCT02167217,Historically Controlled Trial of Corticosteroids in Young Boys With Duchenne Muscular Dystrophy,COMPLETED,PHASE2,Duchenne Muscular Dystrophy,1 Month,30 Months,True,Bayley III Gross Motor Scaled Score (Change From Baseline to 12 Month),,False,False
PREDNISOLONE,NCT01529242,Comparison of Desloratadine Associated With Prednisolone Oral Solution Versus Dexchlorpheniramine Associated With Betamethasone for Cutaneous Rash Treatment,TERMINATED,PHASE3,Cutaneous Hypersensitivity,2 Years,11 Years,True,Efficacy of treatment in acute cutaneous rash based on symptoms score,Safety will be evaluated by the adverse event occurrences,False,False
PREDNISOLONE,NCT04873583,High Dose Steroids in Children With Stroke,RECRUITING,PHASE3,Paediatric Stroke,6 Months,17 Years,True,Change in Focal Cerebral Arteriopathy Severity Score (FCASS) from baseline,Functional impairment outcome measured by Pediatric Stroke Outcome Measure (PSOM); Recovery assessed by Recovery and Recurrence Questionnaire (RRQ); Degree of disability or dependence by modified Rankin Scale (mRS); Clinical outcome by Vineland adaptive behavior scale (VABS); Change in FCASS (Focal ,False,False
PREDNISOLONE,NCT00008307,Combination Chemotherapy Followed by Donor Bone Marrow Transplant or Peripheral Stem Cell Transplant in Treating Patients With Hematologic Cancer or Genetic Dis,UNKNOWN,PHASE2,Leukemia; Lymphoma; Multiple Myeloma and Plasma Cell Neoplasm; Myelodysplastic Syndromes,1 Year,80 Years,True,Hematopoietic recovery; Incidence of graft-versus-host disease,Chemotherapeutic toxicity; Relapse and survival,False,False
PREDNISOLONE,NCT07371572,The Efficacy and Safety of Intramuscular Methylprednisolone in Patients With Hand OsteoArthritis,RECRUITING,PHASE3,Hand Osteoarthritis,16 Years,,True,"Efficacy of intramuscular methylprednisolone acetate in reducing hand pain between baseline and week 4, compared to placebo measured on a 0-100 mm Visual Analogue Scale","Non-inferiority of 40mg compared to 120mg MP of the efficacy of intramuscular methylprednisolone acetate in reducing hand pain assessed by the digital 0-100 mm Visual Analogue Scale; Change in hand pain at week 4, and thereafter every 4 weeks; Percentage of participants with a reduction in hand pain",False,False
PREDNISOLONE,NCT00017654,"Study of Allogeneic Bone Marrow and T-Cell Depleted, CD34+ Peripheral Blood Stem Cell Transplantation in Patients With Aplastic Anemia",UNKNOWN,NA,Graft Versus Host Disease; Aplastic Anemia,15 Years,55 Years,True,,,False,False
AMPHOTERICIN B,NCT00310505,Amphotericin B Treatment in Visceral Leishmaniasis,COMPLETED,NA,Visceral Leishmaniasis,2 Years,65 Years,True,Final cure rate at six months after the end of treatment,,False,False
AMPHOTERICIN B,NCT00076869,MK0991 in Combination With Standard Antifungal Agent(s) for the Treatment of Salvage Invasive Aspergillosis (0991-037),COMPLETED,PHASE2,Aspergillosis,16 Years,,True,Tolerability.,Clinical response,False,False
AMPHOTERICIN B,NCT07185503,Liposomal Amphotericin B Plus Posaconazole/Isavuconazole for Mucormycosis in Hematologic Malignancies: Efficacy and Safety,RECRUITING,,Mucormycosis in Hematologic Malignancies,18 Years,65 Years,False,Composite Response Rate at End of liposomal amphotericin B (L-AmB) (3-5 mg/kg/day IV) Therapy,Survival Rate at Key Time Points; Time to Favorable Overall Response; Length of Hospitalization; Safety and Tolerability Profile,True,False
AMPHOTERICIN B,NCT05468372,Amphotericin Versus Posaconazole for Pulmonary Mucormycosis,COMPLETED,PHASE2,Mucormycosis; Pulmonary (Etiology),13 Years,,True,The proportion of participants achieving a successful outcome (complete response or partial response) at the completion of six weeks. The response assessment will be a composite of clinical and radiological as adjudged by a multidisciplinary team,The proportion of participants achieving a successful outcome (complete response or partial response) at the completion of twelve weeks. The response assessment will be a composite of clinical and radiological as adjudged by a multidisciplinary team; 90-day mortality; Adverse events related to thera,False,False
AMPHOTERICIN B,NCT04502381,Combined Inhalational With Intravenous Amphotericin B Versus Intravenous Amphotericin B Alone for Pulmonary Mucormycosis,COMPLETED,PHASE2,Pulmonary Mucormycosis,12 Years,,True,Overall response (clinical and radiological improvement) at the end of six weeks of start of therapy; Adverse events related to therapy,In-hospital mortality; 90 day mortality; Proportion of subjects requiring discontinuation or modification of therapy due to adverse events,False,False
AMPHOTERICIN B,NCT00012467,Safety and Antifungal Activity of Recombinant Interferon-Gamma 1b (rIFN-Gamma 1b) Given With Standard Therapy in Patients With Cryptococcal Meningitis,COMPLETED,PHASE2,"Meningitis, Cryptococcal; HIV Infections",13 Years,,True,,,False,False
AMPHOTERICIN B,NCT00628719,Single Infusion of Liposomal Amphotericin B in Indian Visceral Leishmaniasis,COMPLETED,PHASE3,Visceral Leishmaniasis,2 Years,65 Years,True,Final cure rate at six months after the end of treatment,Initial cure after the end of treatment,False,False
AMPHOTERICIN B,NCT00361517,To Determine Whether Galactomannan Test Will Help to Detect Fungal Infections Early and Hence Start Treatment Early,COMPLETED,PHASE3,Aspergillosis,12 Years,,True,"Development of proven or probable invasive fungal infection, fungal related mortality and overall survival in an intention to treat basis.",Duration of antifungal therapy and toxicity associated with antifungal therapy.,False,False
AMPHOTERICIN B,NCT04799236,Treatment of Mucosal Bolivian Leishmaniasis,UNKNOWN,PHASE3,Mucosal Leishmaniasis,12 Years,65 Years,True,Healing of mucosal lesions,Clinical and laboratory safety of these 3 drugs,False,False
AMPHOTERICIN B,NCT00000639,A Randomized Double Blind Protocol Comparing Amphotericin B With Flucytosine to Amphotericin B Alone Followed by a Comparison of Fluconazole and Itraconazole in,COMPLETED,NA,"Meningitis, Cryptococcal; HIV Infections",13 Years,,True,,,False,False
AMPHOTERICIN B,NCT07463040,Study Comparing Several Drugs to Understand Which Work Against Cutaneous Leishmaniasis (CL),NOT_YET_RECRUITING,PHASE3,Cutaneous Leihmaniasis,4 Years,65 Years,True,"For each of the investigational arms (miltefosine/miltefosine + paromomycin / liposomal amphotericin B/pentamidine isethionate), to determine whether it has superior efficacy to the control arm in terms of achieving cure of all lesions at Day 90","For each investigational arm, to determine whether it has superior efficacy to the control arm, in terms of achieving cure of all lesions at Day 180.; To compare between the control arm and each of the investigational arms: proportion of participants with all lesions cured, cure for all lesions cons",False,False
AMPHOTERICIN B,NCT01857479,A Randomized Controlled Trial of Inhaled Amphotericin B for Maintaining Remission in Allergic Bronchopulmonary Aspergillosis,COMPLETED,PHASE2; PHASE3,Allergic Bronchopulmonary Aspergillosis,12 Years,65 Years,True,Time to first relapse,ACQ-7 scores between the two groups; Number of asthma exacerbations requiring oral steroids; Improvement in forced expiratory volume in the first second (FEV1); Adverse effects of therapy in both the arms,False,False
AMPHOTERICIN B,NCT00885703,High-Dose Fluconazole for the Treatment of Cryptococcal Meningitis in HIV-Infected Individuals,COMPLETED,PHASE1; PHASE2,Cryptococcal Meningitis; HIV Infections,16 Years,,True,Number of Participants Who Discontinued Study-provided High Dose Fluconazole or Ampho B; Categorized Quantitative Culture Results; Change in Log10 Quantitative CSF Culture Results; Kaplan Meier (KM) Proportion of Participant Mortality,Results of the Neurological Examination; Results of Functional Status Evaluation; Length of Hospitalization; Number of Hospital Admissions; Number of Participants With Progression of Symptoms; Number of Participants With CNS IRIS; Number of Participants With Grade 3 and 4 Adverse Events,True,False
AMPHOTERICIN B,NCT01122771,"Phase III, Study of Three Short Course Combo (Ambisome®, Miltefosine, Paromomycin) Compared With AmBisome for the Treatment of VL in Bangladesh",COMPLETED,PHASE3,Visceral Leishmaniasis,5 Years,60 Years,True,Definitive cure,Initial Cure; Adverse events,False,False
AMPHOTERICIN B,NCT00001065,A Study of Amphotericin B in the Treatment of Fungal Infections of the Mouth in HIV-Infected Patients Who Have Not Had Success With Fluconazole,COMPLETED,PHASE2,"Candidiasis, Oral; HIV Infections",13 Years,,True,,,False,False
AMPHOTERICIN B,NCT06616168,Urogenital Infections in Women of Reproductive Age and the Activity of 4-Thiazolidinone Derivatives Against Pathogens,ACTIVE_NOT_RECRUITING,PHASE1,Bacterial Vaginosis,15 Years,49 Years,True,Estimation of the immune activity; Quantities of vaginal microflore bacteria,Quantities of bacteria in urine,False,False
AMPHOTERICIN B,NCT00003031,Comparison of Voriconazole and Amphotericin B in Treating Patients With Aspergillosis,COMPLETED,PHASE3,Infection; Pulmonary Complications,12 Years,,True,,,False,False
AMPHOTERICIN B,NCT00216346,Safety and Efficacy Study of Paromomycin to Treat Visceral Leishmaniasis,COMPLETED,PHASE3,Visceral Leishmaniasis,5 Years,55 Years,True,(1) To compare the safety of injectable paromomycin to amphotericin B when administered in the proposed dosage regimens.; (2) To compare the efficacy of injectable paromomycin to amphotericin B with regards to final cure rates.,- Characterization of the pharmacokinetics of injectable paromomycin in adults and children with VL; - Comparison of initial cure rates for the two regimens; - Comparison of clinical improvement rates for the two regimens,False,False
AMPHOTERICIN B,NCT00832208,"Open-Label, Sequential Step, Safety and Efficacy Study to Determine the Optimal Single Dose of Ambisome for Patients With VL",TERMINATED,PHASE2,Visceral Leishmaniasis,4 Years,,True,The primary efficacy variable is parasitological clearance with no relapse at 6 months post treatment (ie definitive cure) assessed by clinical status and confirmed by splenic or bone marrow aspiration.,Parasitological clearance at day 30.,False,False
AMPHOTERICIN B,NCT00876824,To Study the Effect Of Single Infusions Of Amphotericin B Lipid Preparations in Treatment of Patients Of Kala Azar,COMPLETED,PHASE3,"Leishmaniasis, Visceral",5 Years,65 Years,True,Clinical and parasitological cure at end of treatment and final cure (no relapse) at six months,"To assess the Number of AEs, SAEs, Incidence of IRTs, with no Incidence of nephrotoxicity and hepatotoxicity and no change in the Laboratory values for different parameters",False,False
AMPHOTERICIN B,NCT07725874,Safety and Efficacy of Liposomal Amphotericin B for Patients With Invasive Mold Diseases in Liver Transplant Recipients,NOT_YET_RECRUITING,NA,Invasive Mold Diseases,12 Years,,True,The primary endpoint of this study is the safety profile of liposomal amphotericin B (AmBisome) in liver transplant recipients with invasive mold disease,,False,False
FLUCONAZOLE,NCT00002122,A Randomized Study of Daily and Intermittent Prophylactic Regimens for the Prevention of Disseminated Mycobacterium Avium Complex (MAC) and Fungal Infections in,COMPLETED,PHASE3,Mycoses; Mycobacterium Avium-Intracellulare Infection; HIV Infections,12 Years,,True,,,False,False
FLUCONAZOLE,NCT00936182,Study of Fluconazole in Children With Autism Spectrum Disorder,UNKNOWN,NA,Autism Spectrum Disorder,3 Years,10 Years,True,PDD Behavior Inventory,,False,False
FLUCONAZOLE,NCT00000627,Pilot Study to Determine the Feasibility of Fluconazole for Induction Treatment and Suppression of Relapse of Histoplasmosis in Patients With the Acquired Immun,COMPLETED,NA,HIV Infections; Histoplasmosis,13 Years,,True,,,False,False
FLUCONAZOLE,NCT00313131,Study of the Management of Vaginal Discharge in West African Using Single Dose Treatments,COMPLETED,PHASE3,Bacterial Vaginosis; Candidiasis; Vaginitis,11 Years,,True,Symptomatic resolution of the vaginal discharge according to the patient,Objective resolution of the vaginal discharge according to the study nurse or medical officer,False,False
FLUCONAZOLE,NCT04029116,Phase 3 Study of Oral Ibrexafungerp (SCY-078) Vs. Placebo in Subjects With Recurrent Vulvovaginal Candidiasis (VVC),COMPLETED,PHASE3,Recurrent Vulvovaginal Candidiasis,12 Years,,True,Clinical Success,The Percentage of Subjects With no Mycologically Proven Recurrence; Safety and Tolerability,False,False
FLUCONAZOLE,NCT01825031,Reduction of EArly mortaLITY in HIV-infected Adults and Children Starting Antiretroviral Therapy,COMPLETED,PHASE3,Human Immunodeficiency Virus,5 Years,,True,All-cause mortality over the first 24 weeks after starting ART,48 week mortality (all-cause); Safety; Hospital inpatient episodes and total days admitted; Adherence to ART and acceptability of each strategy; Endpoint relating to anti-infection intervention; Endpoint relating to anti-malnutrition intervention; Endpoint relating to anti-HIV intervention,False,False
FLUCONAZOLE,NCT00012467,Safety and Antifungal Activity of Recombinant Interferon-Gamma 1b (rIFN-Gamma 1b) Given With Standard Therapy in Patients With Cryptococcal Meningitis,COMPLETED,PHASE2,"Meningitis, Cryptococcal; HIV Infections",13 Years,,True,,,False,False
FLUCONAZOLE,NCT00423267,POS vs FLU for First Line Treatment of Coccidioidomycosis (Study P04558Am1)(COMPLETED),COMPLETED,PHASE3,Coccidioidomycosis,13 Years,,True,Number of Participants With Treatment-related Treatment-emergent Adverse Events (TRAEs) That Occurred With Posaconazole (POS) or Fluconazole (FLU) in Period A; Number of Participants With Treatment-related Treatment-emergent Adverse Events (TRAEs) That Occurred With Posaconazole (POS) in Period B,Number of Participants With Treatment-emergent Adverse Events (TEAEs)That Occurred With POS or FLU in Period A; Number of Participants With Treatment-emergent Adverse Events (TEAEs) That Occurred With POS in Period B; Number of Participants With Laboratory Test Abnormalities (at Least a 1 Grade Shif,False,False
FLUCONAZOLE,NCT00002339,A Study of Fluconazole in the Treatment of Fungal Infections of the Throat in Patients With Weakened Immune Systems,COMPLETED,PHASE3,"Candidiasis, Esophageal; HIV Infections",13 Years,70 Years,True,,,False,False
FLUCONAZOLE,NCT00170430,Reducing Vaginal Infections in Women,COMPLETED,PHASE3,Bacterial Diseases; Other Mycoses; Sexually Transmitted Infection,16 Years,,True,,,False,False
FLUCONAZOLE,NCT01535469,Operational Research for Cryptococcal Antigen Screening,COMPLETED,PHASE4,Cryptococcal Meningitis; Cryptococcus Neoformans; Cryptococcosis,14 Years,,True,Retention in care,Cryptococcal meningitis-free survival time; Survival Time; Uptake of CRAG screening and preemptive treatment; Time from CRAG+ test to receipt of fluconazole therapy; All-cause discontinuation of fluconazole; Percentage of participants with symptomatic cryptococcal meningitis; Risk factors for sympto,False,False
FLUCONAZOLE,NCT00056368,The Safety and Efficacy of Anidulafungin Versus Comparator in Patients With Candidemia and Invasive Candidiasis,COMPLETED,PHASE3,Candidiasis,16 Years,,True,,,False,False
FLUCONAZOLE,NCT00189709,Micafungin Versus Fluconazole in the Treatment of Invasive Candidiasis and Candidemia,COMPLETED,PHASE3,Invasive Candidiasis; Candidemia,16 Years,,True,Response rate,"Clinical response, mycological response",False,False
FLUCONAZOLE,NCT00761267,"Study To Assess Pharmacokinetics, Safety & Efficacy of Anidulafungin When Treating Children With Invasive Candidiasis",COMPLETED,PHASE3,Candidemia,1 Month,17 Years,True,Number of Participants With Treatment-Emergent Adverse Events (AEs) and Serious Adverse Events (SAEs); Number of Participants With Laboratory Abnormalities,Number of Participants With Global Response; Area Under the Plasma Concentration Versus Time Curve From Time Zero to 24 Hours (AUC24) of Anidulafungin for Pharmacokinetic (PK) Subgroup; Maximum Plasma Concentration (Cmax) of Anidulafungin for Pharmacokinetic (PK) Subgroup; Area Under the Plasma Conc,False,False
FLUCONAZOLE,NCT00000639,A Randomized Double Blind Protocol Comparing Amphotericin B With Flucytosine to Amphotericin B Alone Followed by a Comparison of Fluconazole and Itraconazole in,COMPLETED,NA,"Meningitis, Cryptococcal; HIV Infections",13 Years,,True,,,False,False
FLUCONAZOLE,NCT00885703,High-Dose Fluconazole for the Treatment of Cryptococcal Meningitis in HIV-Infected Individuals,COMPLETED,PHASE1; PHASE2,Cryptococcal Meningitis; HIV Infections,16 Years,,True,Number of Participants Who Discontinued Study-provided High Dose Fluconazole or Ampho B; Categorized Quantitative Culture Results; Change in Log10 Quantitative CSF Culture Results; Kaplan Meier (KM) Proportion of Participant Mortality,Results of the Neurological Examination; Results of Functional Status Evaluation; Length of Hospitalization; Number of Hospital Admissions; Number of Participants With Progression of Symptoms; Number of Participants With CNS IRIS; Number of Participants With Grade 3 and 4 Adverse Events,True,False
FLUCONAZOLE,NCT00002076,Pilot Study of Oral Fluconazole in the Treatment of Acute Cryptococcal Meningitis,COMPLETED,NA,"Meningitis, Cryptococcal; HIV Infections",13 Years,,True,,,False,False
