pmcid,pmid,doi,title,year,journal,cited_by,found_by,query_kinds,is_anchor,relevance
PMC11712546,39760183,10.1096/fj.202402134rr,Inhibition of ASIC1a reduces ferroptosis in rheumatoid arthritis articular chondrocytes via the p53/NRF2/SLC7A11 pathway.,2025,FASEB journal : official publication of the Federation of American Societies for Experimental Biology,8,"""amiloride""",compound x growth plate,False,3.013333333333333
PMC6346570,30697359,10.1186/s13098-019-0402-5,Leptin-deficient mice have altered three-dimensional growth plate histomorphometry.,2019,Diabetology & metabolic syndrome,8,"""chondrocyte column""",target x growth x geometry,False,3.013333333333333
PMC3880988,24396283,10.7150/ijms.7244,"Differential protein expression between chondrogenic differentiated MSCs, undifferentiated MSCs and adult chondrocytes derived from Oryctolagus cuniculus in vitro.",2014,International journal of medical sciences,8,"""LIMK2""",target x growth x geometry,False,3.013333333333333
PMC6797204,31622367,10.1371/journal.pone.0223094,"Genetic mapping of distal femoral, stifle, and tibial radiographic morphology in dogs with cranial cruciate ligament disease.",2019,PloS one,7,"""MYH9""",target x growth x geometry,False,3.0116666666666667
PMC8602279,34795319,10.1038/s41598-021-01437-6,Requirement of direct contact between chondrocytes and macrophages for the maturation of regenerative cartilage.,2021,Scientific reports,7,"""Y27632""",compound x growth plate,False,3.0116666666666667
PMC9793524,36575508,10.1186/s40001-022-00893-8,Research progress on the mechanism of interleukin-1β on epiphyseal plate chondrocytes.,2022,European journal of medical research,7,"""simvastatin""",compound x growth plate,False,3.0116666666666667
PMC11491146,39429645,10.1093/burnst/tkae028,Mechanical stimulation promotes fibrochondrocyte proliferation by activating the TRPV4 signaling pathway during tendon-bone insertion healing: CCN2 plays an important regulatory role.,2024,Burns & trauma,7,"""GSK1016790A""",compound x growth plate,False,3.0116666666666667
PMC10740744,38136788,10.3390/ani13243750,"Homeostatic Regulation of Pro-Angiogenic and Anti-Angiogenic Proteins via Hedgehog, Notch Grid, and Ephrin Signaling in Tibial Dyschondroplasia.",2023,Animals : an open access journal from MDPI,7,"""FAK""; ""focal adhesion""",target x growth x geometry,False,3.0116666666666667
PMC8516946,34650163,10.1038/s41598-021-99885-7,Differential regulation of the water channel protein aquaporins in chondrocytes of human knee articular cartilage by aging.,2021,Scientific reports,7,"""acetazolamide""; ""aquaporin""",compound x growth plate; target x growth x geometry,False,3.0116666666666667
PMC11760869,39851351,10.3390/bioengineering12010077,Targeting Chondrocyte Hypertrophy as Strategies for the Treatment of Osteoarthritis.,2025,"Bioengineering (Basel, Switzerland)",6,"""NSC23766""; ""RAC1""",compound x growth plate; target x growth x geometry,False,3.01
PMC11347861,39193188,10.1016/j.isci.2024.110537,Time- and cell-specific activation of BMP signaling restrains chondrocyte hypertrophy.,2024,iScience,6,"""Y-27632""",compound x growth plate,False,3.01
PMC10450517,37636062,10.1016/j.isci.2023.107548,Phosphate-induced activation of VEGFR2 leads to caspase-9-mediated apoptosis of hypertrophic chondrocytes.,2023,iScience,6,"""jasplakinolide""",compound x growth plate,False,3.01
PMC8370340,34471850,10.1089/bioe.2020.0036,Physiological Effects of the Electrogenic Current Generated by the Na<sup>+</sup>/K<sup>+</sup> Pump in Mammalian Articular Chondrocytes.,2020,Bioelectricity,6,"""bumetanide""",compound x growth plate,False,3.01
PMC8236650,30880429,10.1177/1947603519833149,Impairment of Cyclo-oxygenase-2 Function Results in Abnormal Growth Plate Development and Bone Microarchitecture but Does Not Affect Longitudinal Growth of the Long Bones in Skeletally Immature Mice.,2021,Cartilage,6,"""jasplakinolide""",compound x growth plate,False,3.01
PMC12275339,40684207,10.1186/s13075-025-03620-w,Chondrocyte-specific knockout of Piezo1 and Piezo2 protects against post-traumatic osteoarthritis structural damage and pain in mice.,2025,Arthritis research & therapy,6,"""GsMTx4""; ""Yoda1""",compound x growth plate,False,3.01
PMC10027720,36959903,10.3389/fbioe.2023.1118975,Effect of the uronic acid composition of alginate in alginate/collagen hybrid hydrogel on chondrocyte behavior.,2023,Frontiers in bioengineering and biotechnology,6,"""ROCK1""",target x growth x geometry,False,3.01
PMC12005758,39998420,10.1002/advs.202413680,4D Biofabrication of Magnetically Augmented Callus Assembloid Implants Enables Rapid Endochondral Ossification via Activation of Mechanosensitive Pathways.,2025,"Advanced science (Weinheim, Baden-Wurttemberg, Germany)",6,"""TRPV4""; ""Y27632""",compound x growth plate; target x growth x geometry,False,3.01
PMC11665451,39717465,10.34133/research.0555,Vascular Smooth Muscle Cells Transdifferentiate into Chondrocyte-Like Cells and Facilitate Meniscal Fibrocartilage Regeneration.,2024,"Research (Washington, D.C.)",5,"""Yoda1""",compound x growth plate,False,3.0083333333333333
PMC12320791,40765556,10.7150/ijms.111082,Exploring the Multifactorial Regulation of PIEZO1 in Chondrocytes: Mechanisms and Implications.,2025,International journal of medical sciences,5,"""FAK""; ""GSK1016790A""; ""GsMTx4""; ""PIEZO1""; ""PIEZO2""; ""RHOA""; ""TRPV4""; ""Yoda1""; ""cholesterol""; ""cofilin""; ""focal adhesion""; ""primary cilia""",compound x growth plate; target x growth x geometry,False,3.0083333333333333
PMC12313542,40745673,10.1111/jcmm.70734,The Mechanosensitive Ion Channel Piezo1 Regulates Chondrocyte Homeostasis Through the PI3K/AKT/mTORC1 Pathway in Osteoarthritis.,2025,Journal of cellular and molecular medicine,5,"""Yoda1""",compound x growth plate,False,3.0083333333333333
PMC11117099,38800044,10.3892/etm.2024.12571,TMF suppresses chondrocyte hypertrophy in osteoarthritic cartilage by mediating the FOXO3a/BMPER pathway.,2024,Experimental and therapeutic medicine,5,"""cholesterol""",target x growth x geometry,False,3.0083333333333333
PMC11364822,39215168,10.1038/s41598-024-71062-6,The metalloproteinase PAPP-A is required for IGF-dependent chondrocyte differentiation and organization.,2024,Scientific reports,5,"""cholesterol""",compound x growth plate; target x growth x geometry,False,3.0083333333333333
PMC10632152,37969761,10.21769/bioprotoc.4874,Differentiation of Human Induced Pluripotent Stem Cells (iPSCs)-derived Mesenchymal Progenitors into Chondrocytes.,2023,Bio-protocol,5,"""Y-27632""",compound x growth plate,False,3.0083333333333333
PMC10277288,37332037,10.1038/s41598-023-36914-7,Eccentric contractions during downhill running induce Osgood‒Schlatter disease in the tibial tuberosity in rats: a focus on histological structures.,2023,Scientific reports,5,"""chondrocyte column""",target x growth x geometry,False,3.0083333333333333
PMC10740163,38144567,10.3389/fendo.2023.1278596,The effects of physiological and injurious hydrostatic pressure on murine &lt;i&gt;ex vivo&lt;/i&gt; articular and growth plate cartilage explants: an RNAseq study.,2023,Frontiers in endocrinology,4,"""PIEZO1""; ""PIEZO2""; ""TRPV4""; ""centrosome""; ""microtubule""",target x growth x geometry,False,3.006666666666667
PMC9971624,36865027,10.3389/fbioe.2023.1119009,Human 3D nucleus pulposus microtissue model to evaluate the potential of pre-conditioned nasal chondrocytes for the repair of degenerated intervertebral disc.,2023,Frontiers in bioengineering and biotechnology,4,"""amiloride""",compound x growth plate,False,3.006666666666667
PMC11720650,39791725,10.3390/cells14010025,In Vitro Induction of Hypertrophic Chondrocyte Differentiation of Naïve MSCs by Strain.,2024,Cells,4,"""PIEZO1""; ""PIEZO2""; ""TRPV4""",target x growth x geometry,False,3.006666666666667
PMC10433740,37600693,10.3389/fendo.2023.1165305,"Most postoperative reserved ""normal"" metatarsal stumps of diabetic foot osteomyelitis are infected but have healing potential.",2023,Frontiers in endocrinology,4,"""jasplakinolide""",compound x growth plate,False,3.006666666666667
PMC10154674,37152288,10.3389/fcell.2023.1153473,Look who's TORking: mTOR-mediated integration of cell status and external signals during limb development and endochondral bone growth.,2023,Frontiers in cell and developmental biology,4,"""RAC1""; ""RHOA""; ""cholesterol""; ""osmotic swelling""",compound x growth plate; target x growth x geometry,False,3.006666666666667
PMC4462245,26069708,10.1177/1947603514553095,"Effects of Adipokines and Insulin on Intracellular pH, Calcium Concentration, and Responses to Hypo-Osmolarity in Human Articular Chondrocytes from Healthy and Osteoarthritic Cartilage.",2015,Cartilage,4,"""HC-067047""",compound x growth plate,False,3.006666666666667
PMC4297122,26069635,10.1177/1947603511427556,"Quantification of Changes in Morphology, Mechanotransduction, and Gene Expression in Bovine Articular Chondrocytes in Response to 2-Dimensional Culture Indicates the Existence of a Novel Phenotype.",2012,Cartilage,4,"""NKCC1""",target x growth x geometry,False,3.006666666666667
PMC12533149,40714837,10.1002/advs.202502052,PIEZO1-GPX4 Axis Mediates Mechanical Stress-Induced Vertebral Growth Plate Dysplasia via Ferroptosis Activation.,2025,"Advanced science (Weinheim, Baden-Wurttemberg, Germany)",4,"""GsMTx4""; ""PIEZO1""; ""Yoda1""",compound x growth plate; target x growth x geometry,False,3.006666666666667
PMC9764053,36569439,10.3892/etm.2022.11738,Meclozine ameliorates bone mineralization and growth plate structure in a mouse model of X‑linked hypophosphatemia.,2023,Experimental and therapeutic medicine,4,"""jasplakinolide""",compound x growth plate,False,3.006666666666667
PMC11064670,38294852,10.1091/mbc.e23-03-0101,N-cadherin and β1 integrin coordinately regulate growth plate cartilage architecture.,2024,Molecular biology of the cell,4,"""FAK""; ""cadherin""; ""cell rotation""; ""chondrocyte column""; ""cofilin""; ""focal adhesion""; ""integrin beta1""; ""planar cell polarity""",target x growth x geometry,False,3.006666666666667
PMC11985438,40225327,10.3389/fendo.2025.1530374,"miRNA-based regulation in growth plate cartilage: mechanisms, targets, and therapeutic potential.",2025,Frontiers in endocrinology,4,"""RHOA""; ""ROCK1""",target x growth x geometry,False,3.006666666666667
PMC11629350,39655393,10.1177/19476035241302954,Genomic Effects of Biomechanical Loading in Adolescent Human Growth Plate Cartilage: A Pilot Study.,2024,Cartilage,3,"""aquaporin""; ""microtubule""",target x growth x geometry,False,3.005
PMC11084827,38732249,10.3390/ijms25095031,"TGF-β2 Induces Ribosome Activity, Alters Ribosome Composition and Inhibits IRES-Mediated Translation in Chondrocytes.",2024,International journal of molecular sciences,3,"""MYH9""",target x growth x geometry,False,3.005
PMC12678681,40088130,10.1002/dvdy.70013,The role of the PTHrP/Ihh feedback loop in the unusual growth plate location in mammalian metatarsals and pisiforms.,2025,Developmental dynamics : an official publication of the American Association of Anatomists,3,"""chondrocyte column""",target x growth x geometry,False,3.005
PMC11873292,40025030,10.1038/s41413-025-00407-2,Apolipoprotein E is a marker of all chondrocytes in the growth plate resting zone.,2025,Bone research,3,"""cholesterol""",compound x growth plate; target x growth x geometry,False,3.005
PMC12460606,40993116,10.1038/s41413-025-00459-4,Mechanism of Piezo1 regulating chondrocyte mitochondrial function and promoting fracture healing through β-catenin/LARS2 signaling pathway.,2025,Bone research,3,"""PIEZO1""; ""Yoda1""",compound x growth plate; target x growth x geometry,False,3.005
PMC10508846,37731766,10.3389/fbioe.2023.1244975,PIEZO1 is downregulated in glenohumeral chondrocytes in early cuff tear arthropathy following a massive rotator cuff tear in a mouse model.,2023,Frontiers in bioengineering and biotechnology,3,"""Yoda1""",compound x growth plate,False,3.005
PMC11491302,39428562,10.1111/jcmm.70135,The N-terminal fragment of histone deacetylase 4 (1-669aa) promotes chondrocyte apoptosis via the p53-dependent endoplasmic reticulum stress pathway.,2024,Journal of cellular and molecular medicine,3,"""centrosome""",target x growth x geometry,False,3.005
PMC12166663,40493524,10.12659/msm.948290,Impact of Abnormal Mechanical Stress on Chondrocyte Death in Osteoarthritis.,2025,Medical science monitor : international medical journal of experimental and clinical research,3,"""PIEZO1""; ""PIEZO2""; ""TRPV4""",target x growth x geometry,False,3.005
PMC11470567,39399379,10.1016/j.ncrna.2024.07.005,"Mechanosensitive lncRNA H19 promotes chondrocyte autophagy, but not pyroptosis, by targeting miR-148a in post-traumatic osteoarthritis.",2025,Non-coding RNA research,3,"""ROCK2""",target x growth x geometry,False,3.005
PMC11320418,39139824,10.3389/fgene.2024.1434532,Transcriptome analysis reveals the pathogenesis of spontaneous tibial dyschondroplasia in broilers.,2024,Frontiers in genetics,3,"""focal adhesion""",target x growth x geometry,False,3.005
PMC12099060,40417211,10.3389/fphar.2025.1565422,Suppressing chondrocyte cuproptosis by syringaresinol-4-&lt;i&gt;O&lt;/i&gt;-&lt;i&gt;β&lt;/i&gt;-d-glucoside alleviates gouty arthritis.,2025,Frontiers in pharmacology,3,"""colchicine""",compound x growth plate,False,3.005
PMC12385123,40862770,10.3390/cells14161291,Substrate Stiffness Modulates Hypertrophic Chondrocyte Reversion and Chondrogenic Phenotype Restoration.,2025,Cells,2,"""FAK""; ""RAC1""; ""RHOA""; ""focal adhesion""",target x growth x geometry,False,3.0033333333333334
PMC11083596,38731975,10.3390/ijms25094756,β1-Integrin-Mediated Uptake of Chondrocyte Extracellular Vesicles Regulates Chondrocyte Homeostasis.,2024,International journal of molecular sciences,2,"""integrin beta1""",target x growth x geometry,False,3.0033333333333334
