compound,chembl_id,compound_family,primary_target_queried,classification_basis,broad_poison_class
CHEMBL3933401,CHEMBL3933401,ion / volume regulation,TRPV4,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well; target is swelling-only in any case",
CHEMBL3979114,CHEMBL3979114,ion / volume regulation,TRPV4,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well; target is swelling-only in any case",
CHEMBL3613606,CHEMBL3613606,LIMK inhibitor,LIMK2,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL3984947,CHEMBL3984947,ion / volume regulation,TRPV4,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well; target is swelling-only in any case",
CHEMBL3356426,CHEMBL3356426,LIMK inhibitor,LIMK2,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL1084835,CHEMBL1084835,polarity / cilia,SMO,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL401293,CHEMBL401293,RORalpha / lipid pathway,HMGCR,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL3613607,CHEMBL3613607,LIMK inhibitor,LIMK2,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL1084730,CHEMBL1084730,polarity / cilia,SMO,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL583464,CHEMBL583464,LIMK inhibitor,LIMK2,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL560884,CHEMBL560884,ion / volume regulation,SLC9A1,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well; target is swelling-only in any case",
CHEMBL452734,CHEMBL452734,ROCK1/2 inhibitor,ROCK2,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL41465,CHEMBL41465,FAK / adhesion turnover,SRC,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL481545,CHEMBL481545,ROCK1/2 inhibitor,ROCK2,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL3906685,CHEMBL3906685,ion / volume regulation,TRPV4,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well; target is swelling-only in any case",
CHEMBL482336,CHEMBL482336,ROCK1/2 inhibitor,ROCK2,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL422702,CHEMBL422702,ion / volume regulation,TRPV4,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well; target is swelling-only in any case",
CHEMBL3215789,CHEMBL3215789,ion / volume regulation,SLC9A1,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well; target is swelling-only in any case",
CHEMBL434295,CHEMBL434295,ion / volume regulation,TRPV4,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well; target is swelling-only in any case",
CHEMBL4097859,CHEMBL4097859,ion / volume regulation,TRPV4,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well; target is swelling-only in any case",
CHEMBL4103166,CHEMBL4103166,ion / volume regulation,TRPV4,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well; target is swelling-only in any case",
CHEMBL4084542,CHEMBL4084542,ion / volume regulation,TRPV4,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well; target is swelling-only in any case",
CHEMBL4087716,CHEMBL4087716,ion / volume regulation,TRPV4,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well; target is swelling-only in any case",
CHEMBL96953,CHEMBL96953,RORalpha / lipid pathway,HMGCR,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL420446,CHEMBL420446,RORalpha / lipid pathway,HMGCR,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL4094483,CHEMBL4094483,ion / volume regulation,TRPV4,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well; target is swelling-only in any case",
CHEMBL400560,CHEMBL400560,RORalpha / lipid pathway,HMGCR,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL2160208,CHEMBL2160208,polarity / cilia,SMO,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL121309,CHEMBL121309,RORalpha / lipid pathway,HMGCR,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL1084734,CHEMBL1084734,polarity / cilia,SMO,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL3356430,CHEMBL3356430,LIMK inhibitor,LIMK2,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL3356063,CHEMBL3356063,LIMK inhibitor,LIMK2,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL497266,CHEMBL497266,polarity / cilia,SMO,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL338413,CHEMBL338413,FAK / adhesion turnover,SRC,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL3908777,CHEMBL3908777,ion / volume regulation,TRPV4,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well; target is swelling-only in any case",
CHEMBL3613621,CHEMBL3613621,LIMK inhibitor,LIMK2,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL5268011,CHEMBL5268011,microtubule regulator (non-mitotic),MAPT,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL3950646,CHEMBL3950646,ion / volume regulation,TRPV4,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well; target is swelling-only in any case",
CHEMBL389216,CHEMBL389216,RORalpha / lipid pathway,HMGCR,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL250953,CHEMBL250953,RORalpha / lipid pathway,HMGCR,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL565453,CHEMBL565453,LIMK inhibitor,LIMK2,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL5825137,CHEMBL5825137,integrin-directed,ITGA5,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL570821,CHEMBL570821,LIMK inhibitor,LIMK2,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL575340,CHEMBL575340,ROCK1/2 inhibitor,ROCK1,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL419578,CHEMBL419578,ion / volume regulation,SLC9A1,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well; target is swelling-only in any case",
CHEMBL578615,CHEMBL578615,LIMK inhibitor,LIMK2,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL516246,CHEMBL516246,polarity / cilia,SMO,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL122674,CHEMBL122674,RORalpha / lipid pathway,HMGCR,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL389442,CHEMBL389442,RORalpha / lipid pathway,HMGCR,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL438694,CHEMBL438694,RORalpha / lipid pathway,HMGCR,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL391002,CHEMBL391002,RORalpha / lipid pathway,HMGCR,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL39312,CHEMBL39312,RORalpha / lipid pathway,HMGCR,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL3286989,CHEMBL3286989,microtubule regulator (non-mitotic),MAPT,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL156693,CHEMBL156693,ion / volume regulation,TRPV4,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well; target is swelling-only in any case",
CHEMBL521823,CHEMBL521823,ROCK1/2 inhibitor,ROCK1,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL483574,CHEMBL483574,ROCK1/2 inhibitor,ROCK1,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL225166,CHEMBL225166,ROCK1/2 inhibitor,ROCK1,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL224594,CHEMBL224594,ROCK1/2 inhibitor,ROCK1,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL3623442,CHEMBL3623442,LIMK inhibitor,LIMK2,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL3355507,CHEMBL3355507,LIMK inhibitor,LIMK2,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL121756,CHEMBL121756,RORalpha / lipid pathway,HMGCR,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL100825,CHEMBL100825,FAK / adhesion turnover,SRC,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL431659,CHEMBL431659,RORalpha / lipid pathway,HMGCR,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL421518,CHEMBL421518,FAK / adhesion turnover,SRC,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL1258976,CHEMBL1258976,LIMK inhibitor,LIMK2,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL1084736,CHEMBL1084736,polarity / cilia,SMO,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL5084771,CHEMBL5084771,microtubule regulator (non-mitotic),MAPT,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL1083284,CHEMBL1083284,polarity / cilia,SMO,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL4068023,CHEMBL4068023,ion / volume regulation,TRPV4,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well; target is swelling-only in any case",
CHEMBL419327,CHEMBL419327,RORalpha / lipid pathway,HMGCR,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
