mouse_gene,human_gene,crispr_tier,crispr_effect_class,total_score,score_positive,score_penalty,fg_zone_bias,mouse_zone_top,human_zone_top,height_n_loci,tractable_class,blacklist_reasons,desired_intervention_direction
Edar,EDAR,,KO_blocks_maturation,0.89242,0.89242,0.0,shared,proliferative,proliferative,1.0,,,"inhibit (delay hypertrophic transition, prolong growth window)"
Fam78b,FAM78B,,KO_blocks_maturation,0.88856,0.88856,0.0,hypertrophic,hypertrophic,hypertrophic,1.0,,,"inhibit (delay hypertrophic transition, prolong growth window)"
Ireb2,IREB2,,KO_blocks_maturation,0.88835,0.88835,0.0,shared,proliferative,proliferative,3.0,,,"inhibit (delay hypertrophic transition, prolong growth window)"
Iqch,IQCH,,KO_blocks_maturation,0.88786,0.88786,0.0,proliferative,hypertrophic,hypertrophic,2.0,,,"inhibit (delay hypertrophic transition, prolong growth window)"
Foxc2,FOXC2,,KO_blocks_maturation,0.88504,0.88504,0.0,hypertrophic,hypertrophic,hypertrophic,1.0,,,"inhibit (delay hypertrophic transition, prolong growth window)"
Pcsk6,PCSK6,,KO_promotes_maturation,0.88497,1.68497,0.8,hypertrophic,hypertrophic,hypertrophic,13.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Primpol,PRIMPOL,,KO_blocks_maturation,0.88013,0.88013,0.0,proliferative,proliferative,proliferative,1.0,,,"inhibit (delay hypertrophic transition, prolong growth window)"
Foxj1,FOXJ1,,KO_blocks_maturation,0.87675,0.87675,0.0,shared,proliferative,proliferative,1.0,,,"inhibit (delay hypertrophic transition, prolong growth window)"
Pkd2l1,PKD2L1,,KO_blocks_maturation,0.8725,0.8725,0.0,hypertrophic,resting,resting,1.0,,,"inhibit (delay hypertrophic transition, prolong growth window)"
Dab1,DAB1,,KO_promotes_maturation,0.86858,1.66858,0.8,proliferative,proliferative,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Lnpep,LNPEP,,KO_blocks_maturation,0.86789,0.86789,0.0,shared,resting,resting,1.0,,,"inhibit (delay hypertrophic transition, prolong growth window)"
Ccr7,CCR7,,KO_blocks_maturation,0.86651,0.86651,0.0,proliferative,resting,resting,1.0,,,"inhibit (delay hypertrophic transition, prolong growth window)"
Nagk,NAGK,,KO_blocks_maturation,0.86319,0.86319,0.0,shared,hypertrophic,hypertrophic,1.0,,,"inhibit (delay hypertrophic transition, prolong growth window)"
Cpeb2,CPEB2,,KO_blocks_maturation,0.85988,0.85988,0.0,hypertrophic,resting,resting,3.0,,,"inhibit (delay hypertrophic transition, prolong growth window)"
Amigo2,AMIGO2,,KO_promotes_maturation,0.85902,1.65902,0.8,hypertrophic,resting,resting,7.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Ube2e1,UBE2E1,,KO_blocks_maturation,0.85571,0.85571,0.0,hypertrophic,proliferative,proliferative,1.0,,,"inhibit (delay hypertrophic transition, prolong growth window)"
Smad7,SMAD7,,KO_promotes_maturation,0.85488,1.65488,0.8,hypertrophic,resting,resting,13.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Mfap2,MFAP2,,KO_promotes_maturation,0.85285,2.05285,1.2,shared,resting,resting,9.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Clock,CLOCK,,KO_promotes_maturation,0.85053,1.65053,0.8,shared,resting,resting,8.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Pcgf6,PCGF6,,KO_blocks_maturation,0.85006,0.85006,0.0,proliferative,hypertrophic,hypertrophic,1.0,,,"inhibit (delay hypertrophic transition, prolong growth window)"
Pja2,PJA2,,KO_blocks_maturation,0.84869,0.84869,0.0,shared,proliferative,proliferative,2.0,,,"inhibit (delay hypertrophic transition, prolong growth window)"
Slc40a1,SLC40A1,,KO_promotes_maturation,0.84797,1.64797,0.8,hypertrophic,proliferative,proliferative,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Zscan2,ZSCAN2,,KO_blocks_maturation,0.84793,0.84793,0.0,hypertrophic,proliferative,proliferative,1.0,,,"inhibit (delay hypertrophic transition, prolong growth window)"
Apaf1,APAF1,,KO_blocks_maturation,0.8462,0.8462,0.0,shared,hypertrophic,hypertrophic,1.0,,,"inhibit (delay hypertrophic transition, prolong growth window)"
Prrc2a,PRRC2A,,KO_promotes_maturation,0.84235,1.64235,0.8,shared,proliferative,proliferative,7.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Mettl15,METTL15,,KO_promotes_maturation,0.84197,1.64197,0.8,proliferative,proliferative,proliferative,4.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Pgpep1,PGPEP1,,KO_blocks_maturation,0.84188,0.84188,0.0,hypertrophic,proliferative,proliferative,2.0,,,"inhibit (delay hypertrophic transition, prolong growth window)"
Fam53a,FAM53A,,KO_promotes_maturation,0.83767,1.63767,0.8,proliferative,proliferative,proliferative,6.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Dleu7,DLEU7,,KO_promotes_maturation,0.83718,1.63718,0.8,shared,proliferative,proliferative,35.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Zfp652,ZNF652,,KO_promotes_maturation,0.83324,1.63324,0.8,shared,hypertrophic,hypertrophic,11.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Setd6,SETD6,,KO_blocks_maturation,0.83002,0.83002,0.0,shared,resting,resting,1.0,,,"inhibit (delay hypertrophic transition, prolong growth window)"
Grin3a,GRIN3A,,KO_blocks_maturation,0.82986,0.82986,0.0,proliferative,hypertrophic,hypertrophic,1.0,,,"inhibit (delay hypertrophic transition, prolong growth window)"
Zfat,ZFAT,,KO_promotes_maturation,0.82897,1.62897,0.8,hypertrophic,proliferative,proliferative,60.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Chsy1,CHSY1,,KO_promotes_maturation,0.82681,1.62681,0.8,hypertrophic,hypertrophic,hypertrophic,22.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Prkg2,PRKG2,,KO_promotes_maturation,0.82275,1.62275,0.8,shared,hypertrophic,hypertrophic,37.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Rab26,RAB26,,KO_promotes_maturation,0.82022,1.62022,0.8,proliferative,resting,resting,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Col27a1,COL27A1,,KO_promotes_maturation,0.81234,1.61234,0.8,proliferative,proliferative,proliferative,17.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
C9,C9,,KO_blocks_maturation,0.8043,0.8043,0.0,shared,hypertrophic,hypertrophic,1.0,,,"inhibit (delay hypertrophic transition, prolong growth window)"
Nek6,NEK6,,KO_blocks_maturation,0.80379,0.80379,0.0,shared,hypertrophic,hypertrophic,1.0,,,"inhibit (delay hypertrophic transition, prolong growth window)"
Kcnq4,KCNQ4,,KO_blocks_maturation,0.80303,0.80303,0.0,proliferative,resting,resting,1.0,,,"inhibit (delay hypertrophic transition, prolong growth window)"
Herc3,HERC3,,KO_blocks_maturation,0.80202,0.80202,0.0,hypertrophic,proliferative,proliferative,1.0,,,"inhibit (delay hypertrophic transition, prolong growth window)"
Dennd1b,DENND1B,,KO_blocks_maturation,0.79723,0.79723,0.0,shared,hypertrophic,hypertrophic,2.0,,,"inhibit (delay hypertrophic transition, prolong growth window)"
Zc3h15,ZC3H15,,KO_blocks_maturation,0.79275,0.79275,0.0,shared,hypertrophic,hypertrophic,1.0,,,"inhibit (delay hypertrophic transition, prolong growth window)"
Wdr70,WDR70,,KO_promotes_maturation,0.7663,1.5663,0.8,shared,proliferative,proliferative,6.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Samd14,SAMD14,,KO_blocks_maturation,0.76544,0.76544,0.0,shared,resting,resting,1.0,,,"inhibit (delay hypertrophic transition, prolong growth window)"
Fam118a,FAM118A,,KO_promotes_maturation,0.76191,1.56191,0.8,proliferative,hypertrophic,hypertrophic,7.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Kcnq1,KCNQ1,,KO_promotes_maturation,0.75947,1.55947,0.8,hypertrophic,hypertrophic,hypertrophic,33.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Sgms2,SGMS2,,KO_promotes_maturation,0.75349,1.55349,0.8,shared,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Runx3,RUNX3,,KO_promotes_maturation,0.74017,1.54017,0.8,proliferative,proliferative,proliferative,11.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Ror2,ROR2,,KO_promotes_maturation,0.73854,1.53854,0.8,proliferative,proliferative,proliferative,14.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Ncapg,NCAPG,,KO_promotes_maturation,0.73761,1.53761,0.8,proliferative,proliferative,proliferative,4.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Phc1,PHC1,,KO_promotes_maturation,0.73753,1.53753,0.8,shared,resting,resting,5.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Ccdc34,CCDC34,,KO_promotes_maturation,0.73526,1.53526,0.8,proliferative,proliferative,proliferative,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Lrp4,LRP4,,KO_promotes_maturation,0.72843,1.52843,0.8,hypertrophic,hypertrophic,hypertrophic,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Me1,ME1,,KO_promotes_maturation,0.72532,1.52532,0.8,proliferative,proliferative,proliferative,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Cacna1c,CACNA1C,,KO_promotes_maturation,0.72462,1.52462,0.8,proliferative,resting,resting,5.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Matn3,MATN3,,KO_promotes_maturation,0.72336,1.52336,0.8,proliferative,proliferative,proliferative,4.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Gadd45b,GADD45B,,KO_promotes_maturation,0.72253,1.52253,0.8,hypertrophic,hypertrophic,hypertrophic,5.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Loxl4,LOXL4,,KO_promotes_maturation,0.72065,1.52065,0.8,hypertrophic,hypertrophic,hypertrophic,5.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Apoa5,APOA5,,KO_blocks_maturation,0.71901,0.71901,0.0,,hypertrophic,hypertrophic,1.0,,,"inhibit (delay hypertrophic transition, prolong growth window)"
Crispld2,CRISPLD2,,KO_promotes_maturation,0.71684,1.51684,0.8,proliferative,proliferative,proliferative,25.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Spop,SPOP,,KO_promotes_maturation,0.71621,1.51621,0.8,shared,proliferative,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Adar,ADAR,,KO_promotes_maturation,0.71115,1.51115,0.8,shared,resting,resting,5.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Ilf3,ILF3,,KO_promotes_maturation,0.70308,1.50308,0.8,proliferative,proliferative,proliferative,5.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Col11a2,COL11A2,,KO_promotes_maturation,0.70095,1.50095,0.8,proliferative,hypertrophic,hypertrophic,7.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Pth1r,PTH1R,,KO_promotes_maturation,0.6984,1.4984,0.8,hypertrophic,hypertrophic,hypertrophic,5.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Scube3,SCUBE3,,KO_promotes_maturation,0.69522,1.89522,1.2,hypertrophic,resting,resting,10.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Dnmt3a,DNMT3A,,KO_promotes_maturation,0.68679,1.48679,0.8,hypertrophic,resting,resting,20.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Arsi,ARSI,,KO_promotes_maturation,0.68569,1.48569,0.8,hypertrophic,hypertrophic,hypertrophic,3.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Thsd4,THSD4,,KO_promotes_maturation,0.68454,1.48454,0.8,proliferative,resting,resting,11.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Baz1a,BAZ1A,,KO_promotes_maturation,0.68402,1.48402,0.8,hypertrophic,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Gbe1,GBE1,,KO_promotes_maturation,0.68048,1.48048,0.8,shared,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Dis3l2,DIS3L2,,KO_promotes_maturation,0.67873,1.47873,0.8,proliferative,hypertrophic,hypertrophic,54.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Pik3r1,PIK3R1,,KO_promotes_maturation,0.6775,1.4775,0.8,hypertrophic,proliferative,proliferative,22.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Tlr6,TLR6,,KO_promotes_maturation,0.67406,1.47406,0.8,proliferative,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Sdr9c7,SDR9C7,,KO_blocks_maturation,0.6722,0.6722,0.0,shared,hypertrophic,hypertrophic,2.0,,,"inhibit (delay hypertrophic transition, prolong growth window)"
Matn1,MATN1,,KO_promotes_maturation,0.66942,1.86942,1.2,proliferative,proliferative,proliferative,7.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Scmh1,SCMH1,,KO_promotes_maturation,0.65857,1.45857,0.8,shared,resting,resting,16.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Nucks1,NUCKS1,,KO_promotes_maturation,0.65837,1.45837,0.8,shared,proliferative,proliferative,8.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Ywhae,YWHAE,,KO_promotes_maturation,0.65817,1.45817,0.8,shared,hypertrophic,hypertrophic,4.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Wdr26,WDR26,,KO_promotes_maturation,0.65743,1.45743,0.8,hypertrophic,hypertrophic,hypertrophic,3.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Megf10,MEGF10,,KO_promotes_maturation,0.6557,1.4557,0.8,hypertrophic,hypertrophic,hypertrophic,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Slc8a3,SLC8A3,,KO_promotes_maturation,0.65313,1.45313,0.8,proliferative,hypertrophic,hypertrophic,4.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Ribc2,RIBC2,,KO_promotes_maturation,0.65274,1.45274,0.8,proliferative,hypertrophic,hypertrophic,4.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Slc38a3,SLC38A3,,KO_promotes_maturation,0.65057,1.45057,0.8,shared,proliferative,proliferative,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Top1mt,TOP1MT,,KO_promotes_maturation,0.64927,1.44927,0.8,proliferative,resting,resting,5.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Phgdh,PHGDH,,KO_promotes_maturation,0.649,1.449,0.8,proliferative,proliferative,proliferative,4.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Brd3,BRD3,,KO_promotes_maturation,0.64883,1.44883,0.8,shared,resting,resting,8.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Sobp,SOBP,,KO_promotes_maturation,0.64515,1.44515,0.8,proliferative,proliferative,proliferative,7.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Map4k4,MAP4K4,,KO_promotes_maturation,0.64427,1.44427,0.8,hypertrophic,hypertrophic,hypertrophic,4.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Rgs9,RGS9,,KO_promotes_maturation,0.64104,1.44104,0.8,hypertrophic,hypertrophic,hypertrophic,6.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Tab2,TAB2,,KO_promotes_maturation,0.64006,1.44006,0.8,shared,proliferative,proliferative,3.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Helz,HELZ,,KO_promotes_maturation,0.63734,1.43734,0.8,shared,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Slc9a5,SLC9A5,,KO_promotes_maturation,0.63673,1.43673,0.8,proliferative,proliferative,proliferative,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Grk5,GRK5,,KO_promotes_maturation,0.63519,1.43519,0.8,hypertrophic,resting,resting,19.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Rb1,RB1,,KO_promotes_maturation,0.63513,1.43513,0.8,hypertrophic,proliferative,proliferative,9.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Dlc1,DLC1,,KO_promotes_maturation,0.6334,1.4334,0.8,shared,resting,resting,29.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Ass1,ASS1,,KO_promotes_maturation,0.63306,1.43306,0.8,shared,resting,resting,6.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Lhpp,LHPP,,KO_promotes_maturation,0.63305,1.43305,0.8,proliferative,hypertrophic,hypertrophic,21.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Lamb2,LAMB2,,KO_promotes_maturation,0.63209,1.43209,0.8,proliferative,resting,resting,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Smad1,SMAD1,,KO_promotes_maturation,0.63198,1.43198,0.8,shared,hypertrophic,hypertrophic,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Scamp5,SCAMP5,,KO_promotes_maturation,0.63166,1.43166,0.8,shared,resting,resting,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Mvd,MVD,,KO_promotes_maturation,0.62996,1.42996,0.8,shared,proliferative,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Nsf,NSF,,KO_promotes_maturation,0.62924,1.42924,0.8,shared,hypertrophic,hypertrophic,6.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Cep250,CEP250,,KO_promotes_maturation,0.62519,1.42519,0.8,shared,hypertrophic,hypertrophic,6.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Nos3,NOS3,,KO_promotes_maturation,0.62055,1.42055,0.8,hypertrophic,resting,resting,7.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Kif7,KIF7,,KO_promotes_maturation,0.61953,1.41953,0.8,proliferative,hypertrophic,hypertrophic,5.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
