mouse_gene,human_gene,crispr_tier,crispr_effect_class,total_score,score_positive,score_penalty,fg_zone_bias,mouse_zone_top,human_zone_top,height_n_loci,tractable_class,blacklist_reasons,desired_intervention_direction
Sfrp5,SFRP5,,KO_promotes_maturation,0.6015477408737762,1.8015477408737763,1.2000000000000002,proliferative,resting,resting,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Nog,NOG,,KO_promotes_maturation,0.5980162073992874,1.3980162073992874,0.8,shared,proliferative,hypertrophic,31.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Slc38a2,SLC38A2,,KO_blocks_maturation,0.597917616407003,0.597917616407003,0.0,hypertrophic,resting,hypertrophic,1.0,,,"inhibit (delay hypertrophic transition, prolong growth window)"
Gpr156,GPR156,,KO_blocks_maturation,0.5970088763029239,0.5970088763029239,0.0,hypertrophic,,resting,,,,"inhibit (delay hypertrophic transition, prolong growth window)"
Dsp,DSP,,KO_promotes_maturation,0.5914662958879018,1.3914662958879018,0.8,hypertrophic,hypertrophic,hypertrophic,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Adamts3,ADAMTS3,,KO_promotes_maturation,0.5894257534808833,1.3894257534808834,0.8,shared,resting,prehypertrophic,36.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Npas3,NPAS3,,KO_blocks_maturation,0.5878681491520642,0.5878681491520642,0.0,proliferative,resting,proliferative,7.0,,,"inhibit (delay hypertrophic transition, prolong growth window)"
Shox2,SHOX2,,KO_promotes_maturation,0.5875880335932879,1.787588033593288,1.2000000000000002,proliferative,resting,perichondrium,8.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Grip1,GRIP1,,KO_promotes_maturation,0.5871292421169039,1.387129242116904,0.8,proliferative,resting,resting,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Plagl1,PLAGL1,,KO_promotes_maturation,0.5841425766589405,1.3841425766589406,0.8,proliferative,resting,prehypertrophic,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Shcbp1l,SHCBP1L,,KO_promotes_maturation,0.5803006796802992,1.3803006796802992,0.8,shared,resting,resting,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Dock6,DOCK6,,KO_blocks_maturation,0.5798493454931501,0.5798493454931501,0.0,hypertrophic,resting,perichondrium,,,,"inhibit (delay hypertrophic transition, prolong growth window)"
Lrrc42,LRRC42,,KO_blocks_maturation,0.5748694924419467,0.5748694924419467,0.0,proliferative,hypertrophic,proliferative,,,,"inhibit (delay hypertrophic transition, prolong growth window)"
Aire,AIRE,,KO_promotes_maturation,0.573791869913477,1.373791869913477,0.8,proliferative,proliferative,proliferative,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Tmem8b,TMEM8B,,KO_blocks_maturation,0.5715899701608622,0.5715899701608622,0.0,proliferative,proliferative,resting,3.0,,,"inhibit (delay hypertrophic transition, prolong growth window)"
Dcaf15,DCAF15,,KO_promotes_maturation,0.5708527112416297,1.3708527112416298,0.8,shared,resting,resting,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Capn15,CAPN15,,KO_blocks_maturation,0.5705946932457047,0.5705946932457047,0.0,proliferative,proliferative,hypertrophic,,,,"inhibit (delay hypertrophic transition, prolong growth window)"
Cep112,CEP112,,KO_promotes_maturation,0.5700767509965068,1.3700767509965068,0.8,proliferative,resting,proliferative,15.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Rps6kb2,RPS6KB2,,KO_blocks_maturation,0.5697857374540248,0.5697857374540248,0.0,shared,resting,perichondrium,,,,"inhibit (delay hypertrophic transition, prolong growth window)"
Map3k3,MAP3K3,,KO_promotes_maturation,0.5685777476154739,1.368577747615474,0.8,shared,resting,proliferative,10.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Nid2,NID2,,KO_blocks_maturation,0.5665036598161935,0.5665036598161935,0.0,proliferative,proliferative,hypertrophic,2.0,,,"inhibit (delay hypertrophic transition, prolong growth window)"
Edn3,EDN3,,KO_blocks_maturation,0.5647487083778575,0.5647487083778575,0.0,proliferative,proliferative,prehypertrophic,,,,"inhibit (delay hypertrophic transition, prolong growth window)"
Arhgap33,ARHGAP33,,KO_blocks_maturation,0.564050847097486,0.564050847097486,0.0,proliferative,resting,perichondrium,1.0,,,"inhibit (delay hypertrophic transition, prolong growth window)"
Cwc27,CWC27,,KO_promotes_maturation,0.5621270919275476,1.3621270919275477,0.8,shared,resting,prehypertrophic,8.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Ptpn23,PTPN23,,KO_blocks_maturation,0.5583595622866272,0.5583595622866272,0.0,shared,resting,proliferative,,,,"inhibit (delay hypertrophic transition, prolong growth window)"
Cep152,CEP152,,KO_promotes_maturation,0.5574660748334384,1.3574660748334384,0.8,proliferative,resting,resting,7.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Ppif,PPIF,,KO_promotes_maturation,0.5552584713395678,1.355258471339568,0.8,proliferative,proliferative,hypertrophic,19.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Srrm1,SRRM1,,KO_promotes_maturation,0.5498379772169872,1.3498379772169873,0.8,shared,proliferative,proliferative,3.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Htatip2,HTATIP2,,KO_promotes_maturation,0.5488618083036536,1.3488618083036537,0.8,shared,hypertrophic,hypertrophic,5.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Igf2,IGF2,,KO_promotes_maturation,0.5486649036702334,1.7486649036702335,1.2000000000000002,proliferative,proliferative,prehypertrophic,19.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Igf1r,IGF1R,,KO_promotes_maturation,0.5483305565519185,1.3483305565519186,0.8,proliferative,resting,proliferative,43.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Higd1a,HIGD1A,,KO_blocks_maturation,0.5459395704316873,0.5459395704316873,0.0,proliferative,resting,hypertrophic,,,,"inhibit (delay hypertrophic transition, prolong growth window)"
Spsb4,SPSB4,,KO_promotes_maturation,0.5389777058740439,1.338977705874044,0.8,proliferative,resting,resting,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Aldh1l1,ALDH1L1,,KO_blocks_maturation,0.5387693226798906,0.5387693226798906,0.0,proliferative,proliferative,perichondrium,1.0,,,"inhibit (delay hypertrophic transition, prolong growth window)"
Fgfr4,FGFR4,,KO_promotes_maturation,0.5310273415198599,1.73102734151986,1.2000000000000002,proliferative,proliferative,proliferative,19.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Cdk5rap2,CDK5RAP2,,KO_promotes_maturation,0.5244267986086015,1.3244267986086016,0.8,hypertrophic,proliferative,proliferative,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Eya4,EYA4,,KO_promotes_maturation,0.5242873195662232,1.3242873195662233,0.8,hypertrophic,proliferative,hypertrophic,10.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Dna2,DNA2,,KO_promotes_maturation,0.5231183327177962,1.3231183327177962,0.8,shared,hypertrophic,hypertrophic,3.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Mypn,MYPN,,KO_promotes_maturation,0.5213420756356091,1.3213420756356091,0.8,proliferative,proliferative,prehypertrophic,13.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Pprc1,PPRC1,,KO_blocks_maturation,0.5172794042647086,0.5172794042647086,0.0,proliferative,resting,prehypertrophic,,,,"inhibit (delay hypertrophic transition, prolong growth window)"
Sdr16c5,SDR16C5,,KO_promotes_maturation,0.516704579264923,1.316704579264923,0.8,proliferative,proliferative,hypertrophic,22.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Sh3tc2,SH3TC2,,KO_blocks_maturation,0.5147126575993316,0.5147126575993316,0.0,proliferative,resting,prehypertrophic,,,,"inhibit (delay hypertrophic transition, prolong growth window)"
Ncor2,NCOR2,,KO_promotes_maturation,0.5145355459876457,1.714535545987646,1.2000000000000002,proliferative,resting,resting,20.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Ddx27,DDX27,,KO_promotes_maturation,0.5068551485370159,1.306855148537016,0.8,shared,hypertrophic,resting,11.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Ntrk2,NTRK2,,KO_promotes_maturation,0.4990785250229603,1.2990785250229604,0.8,proliferative,proliferative,perichondrium,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Pde4a,PDE4A,,KO_promotes_maturation,0.494789345716154,1.294789345716154,0.8,shared,proliferative,proliferative,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Gigyf1,GIGYF1,,KO_promotes_maturation,0.4942131002578473,1.2942131002578474,0.8,shared,resting,resting,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Efcab11,EFCAB11,,KO_blocks_maturation,0.4932138259529177,0.4932138259529177,0.0,shared,hypertrophic,prehypertrophic,,,,"inhibit (delay hypertrophic transition, prolong growth window)"
Nrxn2,NRXN2,,KO_blocks_maturation,0.492645724203978,0.492645724203978,0.0,proliferative,proliferative,resting,,,,"inhibit (delay hypertrophic transition, prolong growth window)"
Spag9,SPAG9,,KO_blocks_maturation,0.4901468326102149,0.4901468326102149,0.0,proliferative,resting,prehypertrophic,,,,"inhibit (delay hypertrophic transition, prolong growth window)"
Fbln2,FBLN2,,KO_promotes_maturation,0.4837928732758942,1.2837928732758943,0.8,shared,proliferative,perichondrium,11.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Fosb,FOSB,,KO_promotes_maturation,0.4820838994583756,1.6820838994583758,1.2000000000000002,hypertrophic,resting,resting,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Tbc1d4,TBC1D4,,KO_blocks_maturation,0.4818284152258113,0.4818284152258113,0.0,hypertrophic,hypertrophic,prehypertrophic,2.0,,,"inhibit (delay hypertrophic transition, prolong growth window)"
Trpm5,TRPM5,,KO_promotes_maturation,0.4801487257457641,1.6801487257457643,1.2000000000000002,proliferative,resting,resting,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Serpina3n,SERPINA3,,KO_promotes_maturation,0.4751427581083902,1.6751427581083904,1.2000000000000002,proliferative,proliferative,proliferative,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Bcor,BCOR,,KO_blocks_maturation,0.4682833286533083,0.4682833286533083,0.0,hypertrophic,hypertrophic,resting,,,,"inhibit (delay hypertrophic transition, prolong growth window)"
Ak4,AK4,,KO_promotes_maturation,0.4632291567226672,1.2632291567226672,0.8,proliferative,resting,perichondrium,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Dmxl2,DMXL2,,KO_blocks_maturation,0.4571874722264128,0.4571874722264128,0.0,shared,resting,proliferative,2.0,,,"inhibit (delay hypertrophic transition, prolong growth window)"
Dnm2,DNM2,,KO_promotes_maturation,0.4547187107692767,1.2547187107692768,0.8,hypertrophic,proliferative,proliferative,7.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Ascc2,ASCC2,,KO_promotes_maturation,0.453063271021316,1.253063271021316,0.8,proliferative,proliferative,proliferative,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Phldb1,PHLDB1,,KO_promotes_maturation,0.4488175093223738,1.248817509322374,0.8,hypertrophic,resting,resting,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Rab40c,RAB40C,,KO_blocks_maturation,0.4477740653550014,0.4477740653550014,0.0,shared,resting,prehypertrophic,,,,"inhibit (delay hypertrophic transition, prolong growth window)"
Srrt,SRRT,,KO_promotes_maturation,0.4455397943532027,1.2455397943532027,0.8,shared,resting,resting,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Bmp6,BMP6,,KO_promotes_maturation,0.4450198588854606,1.2450198588854606,0.8,hypertrophic,resting,hypertrophic,55.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Cpxm1,CPXM1,,KO_promotes_maturation,0.4407630372795297,1.64076303727953,1.2000000000000002,proliferative,resting,resting,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Bcar1,BCAR1,,KO_promotes_maturation,0.4404536720394245,1.2404536720394246,0.8,hypertrophic,hypertrophic,hypertrophic,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Nacc1,NACC1,,KO_promotes_maturation,0.4404401872189227,1.2404401872189228,0.8,shared,hypertrophic,hypertrophic,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Pik3c2g,PIK3C2G,,KO_promotes_maturation,0.4404023537193158,1.2404023537193158,0.8,hypertrophic,hypertrophic,perichondrium,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Psors1c2,PSORS1C2,,KO_promotes_maturation,0.4323164044613234,1.2323164044613235,0.8,proliferative,resting,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Itgb8,ITGB8,,KO_promotes_maturation,0.4309828781179556,1.6309828781179558,1.2000000000000002,shared,hypertrophic,hypertrophic,17.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Rhbg,RHBG,,KO_promotes_maturation,0.430100142025289,1.230100142025289,0.8,hypertrophic,proliferative,proliferative,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Gpr68,GPR68,,KO_blocks_maturation,0.4284765299762826,0.4284765299762826,0.0,shared,hypertrophic,perichondrium,,,,"inhibit (delay hypertrophic transition, prolong growth window)"
Frmpd4,FRMPD4,,KO_blocks_maturation,0.4263718241652293,0.4263718241652293,0.0,proliferative,,hypertrophic,,,,"inhibit (delay hypertrophic transition, prolong growth window)"
Blm,BLM,,KO_promotes_maturation,0.424353519557624,1.224353519557624,0.8,proliferative,proliferative,proliferative,6.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Tmem141,TMEM141,,KO_promotes_maturation,0.421206311235524,1.221206311235524,0.8,proliferative,hypertrophic,hypertrophic,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Haus8,HAUS8,,KO_promotes_maturation,0.4173908814913434,1.2173908814913434,0.8,hypertrophic,proliferative,proliferative,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Inha,INHA,,KO_promotes_maturation,0.4171104958046825,1.2171104958046826,0.8,proliferative,proliferative,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Kif26b,KIF26B,,KO_promotes_maturation,0.4169016202216766,1.2169016202216767,0.8,proliferative,proliferative,proliferative,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Igf2bp2,IGF2BP2,,KO_promotes_maturation,0.4168195849516549,1.6168195849516551,1.2000000000000002,shared,resting,prehypertrophic,25.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Bsn,BSN,,KO_promotes_maturation,0.4159923278864461,1.2159923278864462,0.8,hypertrophic,proliferative,proliferative,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Rtel1,RTEL1,,KO_promotes_maturation,0.4116069423113189,1.211606942311319,0.8,proliferative,proliferative,proliferative,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Cdc42bpb,CDC42BPB,,KO_promotes_maturation,0.4111602165772801,1.21116021657728,0.8,hypertrophic,resting,resting,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Grik5,GRIK5,,KO_promotes_maturation,0.4075243703968729,1.207524370396873,0.8,proliferative,resting,resting,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Carm1,CARM1,,KO_promotes_maturation,0.3981260386278522,1.1981260386278525,0.8,proliferative,proliferative,proliferative,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Itga7,ITGA7,,KO_promotes_maturation,0.3977817157314463,1.1977817157314463,0.8,hypertrophic,proliferative,perichondrium,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Slc13a5,SLC13A5,,KO_promotes_maturation,0.3947094248297527,1.1947094248297527,0.8,hypertrophic,hypertrophic,hypertrophic,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Spag5,SPAG5,,KO_promotes_maturation,0.3939291371630762,1.1939291371630762,0.8,proliferative,proliferative,proliferative,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Tpm1,TPM1,,KO_blocks_maturation,0.3904185418389978,0.3904185418389978,0.0,shared,proliferative,perichondrium,,,,"inhibit (delay hypertrophic transition, prolong growth window)"
Fscn1,FSCN1,,KO_promotes_maturation,0.3866115982277904,1.1866115982277905,0.8,shared,hypertrophic,prehypertrophic,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
